Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
mOLlf4,Doti,Osgodby,Female,18,China,Brunette Downs Airport,AU,Australia,OC,Oceania,6/2/2022,BTD,Doti Osgodby,Delayed
g9WSox,Katha,Rounsefell,Female,58,Indonesia,Highbury Airport,AU,Australia,OC,Oceania,1/14/2022,HIG,Katha Rounsefell,On Time
4fP9xY,Jourdan,Lambricht,Female,59,Philippines,Fukue Airport,JP,Japan,AS,Asia,4/13/2022,FUJ,Jourdan Lambricht,Delayed
Hr63tw,Carlee,Creber,Female,77,China,Porto Amboim Airport,AO,Angola,AF,Africa,11/15/2022,PBN,Carlee Creber,On Time
jnCleh,Gavin,Dzeniskevich,Male,17,Greece,Ottumwa Regional Airport,US,United States,NAM,North America,12/12/2022,OTM,Gavin Dzeniskevich,Cancelled
K1dGW6,Ferdinand,Maywood,Male,59,Indonesia,Cape Orford Airport,PG,Papua New Guinea,OC,Oceania,2/9/2022,CPI,Ferdinand Maywood,Cancelled
W6ySrL,Otho,MacSkeagan,Male,24,China,Alice Springs Airport,AU,Australia,OC,Oceania,8/28/2022,ASP,Otho MacSkeagan,Cancelled
1mhLBi,Francoise,Boote,Female,37,Norway,Kirkimbie Station Airport,AU,Australia,OC,Oceania,6/27/2022,KBB,Francoise Boote,On Time
clEisA,Alice,D'Costa,Female,18,Indonesia,Long Beach /Daugherty Field/ Airport,US,United States,NAM,North America,1/22/2022,LGB,Alice D'Costa,Cancelled
8Yo2oW,Barbabra,Norman,Female,10,Chile,Malvinas Argentinas Airport,AR,Argentina,SAM,South America,12/17/2022,USH,Barbabra Norman,Cancelled
xDSw2m,Davin,Kull,Male,19,Norway,Solita Airport,CO,Colombia,SAM,South America,10/14/2022,SOH,Davin Kull,Cancelled
FJBd9j,Gloria,Kitteringham,Female,14,China,Dong Tac Airport,VN,Viet Nam,AS,Asia,2/19/2022,TBB,Gloria Kitteringham,Delayed
5lRt5p,Allis,Filyakov,Female,62,Argentina,Amami Airport,JP,Japan,AS,Asia,8/17/2022,ASJ,Allis Filyakov,Delayed
ziEEmx,Christyna,Kovelmann,Female,7,China,Warrawagine Airport,AU,Australia,OC,Oceania,6/25/2022,WRW,Christyna Kovelmann,Delayed
wH0Hqw,Alma,Langman,Female,43,Indonesia,Nanning Wuxu Airport,CN,China,AS,Asia,9/15/2022,NNG,Alma Langman,On Time
5v7juD,Ailina,Joplin,Female,79,Indonesia,Paramillo Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,9/7/2022,SCI,Ailina Joplin,Cancelled
cwZwZ2,Geoffrey,Miner,Male,50,Australia,Coban Airport,GT,Guatemala,NAM,North America,11/21/2022,CBV,Geoffrey Miner,Delayed
PdBuDD,Mayne,Sacks,Male,6,Indonesia,Mareb Airport,YE,Yemen,AS,Asia,10/17/2022,MYN,Mayne Sacks,Cancelled
Nevp8U,Thalia,Stuckes,Female,81,Brazil,Levuka Airfield,FJ,Fiji,OC,Oceania,3/26/2022,LEV,Thalia Stuckes,Cancelled
4e4zIg,Elianora,Shreeve,Female,85,Indonesia,Bay City Municipal Airport,US,United States,NAM,North America,3/25/2022,BBC,Elianora Shreeve,Delayed
QTWcmC,Anny,Ridings,Female,35,Iraq,Amakusa Airport,JP,Japan,AS,Asia,7/4/2022,AXJ,Anny Ridings,On Time
Wj25cV,Claudell,Givens,Male,70,Indonesia,Twentynine Palms Airport,US,United States,NAM,North America,5/29/2022,TNP,Claudell Givens,Cancelled
OGNWIZ,Daphne,Agglio,Female,76,France,Pumani Airport,PG,Papua New Guinea,OC,Oceania,8/8/2022,PMN,Daphne Agglio,On Time
LS5Q83,Wylma,Lyddiatt,Female,45,Indonesia,Keningau Airport,MY,Malaysia,AS,Asia,7/6/2022,KGU,Wylma Lyddiatt,On Time
ZazWtD,Lyndell,Navan,Female,8,Philippines,Derby Airport,AU,Australia,OC,Oceania,5/27/2022,DRB,Lyndell Navan,On Time
JYoB9B,Lyssa,Troake,Female,21,Benin,Niue International Airport,NU,Niue,OC,Oceania,4/7/2022,IUE,Lyssa Troake,Cancelled
frHLQg,Martino,Greber,Male,82,China,Kondavattavana Tank Seaplane Base,LK,Sri Lanka,AS,Asia,2/26/2022,AFK,Martino Greber,Cancelled
i7pAyl,Boonie,Francklin,Male,31,Thailand,Pensacola Regional Airport,US,United States,NAM,North America,3/7/2022,PNS,Boonie Francklin,On Time
MeIqfh,Jarvis,Rootes,Male,49,Philippines,Bolshoye Savino Airport,RU,Russian Federation,EU,Europe,11/25/2022,PEE,Jarvis Rootes,Cancelled
UzOSj3,Gusta,Dymocke,Female,48,Indonesia,Mashhad International Airport,IR,"Iran, Islamic Republic of",AS,Asia,12/7/2022,MHD,Gusta Dymocke,Cancelled
wHUR7v,Cob,Flowers,Male,89,Brazil,Araraquara Airport,BR,Brazil,SAM,South America,7/31/2022,AQA,Cob Flowers,On Time
yQofNQ,Ulick,Vanetti,Male,1,Russia,Tawa Airport,PG,Papua New Guinea,OC,Oceania,7/29/2022,TWY,Ulick Vanetti,On Time
dWPFQj,Eziechiele,Catterill,Male,69,China,Losuia Airport,PG,Papua New Guinea,OC,Oceania,8/12/2022,LSA,Eziechiele Catterill,Cancelled
wuLMa5,Jamie,Mudie,Female,73,Japan,JAGS McCartney International Airport,TC,Turks and Caicos Islands,NAM,North America,10/12/2022,GDT,Jamie Mudie,On Time
hdj7Jd,Alexine,Mapholm,Female,76,Ukraine,Marigot Seaplane Base,MF,Saint Martin (French part),NAM,North America,9/15/2022,MSB,Alexine Mapholm,On Time
aTKUNJ,Tybalt,Lively,Male,84,China,London Stansted Airport,GB,United Kingdom,EU,Europe,2/14/2022,STN,Tybalt Lively,Cancelled
JqovDu,Dawn,Benediktovich,Female,56,Malta,Natadola Airport,FJ,Fiji,OC,Oceania,11/19/2022,NTA,Dawn Benediktovich,Delayed
ZF11xO,Jaquenetta,Souttar,Female,89,Indonesia,Jaqué Airport,PA,Panama,NAM,North America,3/11/2022,JQE,Jaquenetta Souttar,Delayed
UQEur5,Minetta,Pedersen,Female,74,Poland,Atmautluak Airport,US,United States,NAM,North America,2/7/2022,ATT,Minetta Pedersen,Cancelled
qZROja,Darrick,Lennon,Male,61,Colombia,Capitan Nicolas Rojas Airport,BO,"Bolivia, Plurinational State of",SAM,South America,10/29/2022,POI,Darrick Lennon,On Time
DILsB3,Kathie,Storrs,Female,60,China,Cap Skirring Airport,SN,Senegal,AF,Africa,12/14/2022,CSK,Kathie Storrs,Cancelled
kpM0xg,Henrietta,Redpath,Female,84,Russia,Municipal de Linares Airport,CL,Chile,SAM,South America,8/7/2022,ZLR,Henrietta Redpath,Delayed
D6GE9C,Rowe,Clemerson,Female,51,China,Cape Orford Airport,PG,Papua New Guinea,OC,Oceania,3/14/2022,CPI,Rowe Clemerson,On Time
iSAQOr,Henrietta,Eglin,Female,76,Philippines,Southwest Minnesota Regional Airport - Marshall/Ryan Field,US,United States,NAM,North America,7/10/2022,MML,Henrietta Eglin,Cancelled
fRTdrE,Niko,Durtnal,Male,64,Yemen,Duncan Town Airport,BS,Bahamas,NAM,North America,5/10/2022,DCT,Niko Durtnal,Cancelled
L6B39y,King,Featherby,Male,71,China,Ralph Wenz Field,US,United States,NAM,North America,12/21/2022,PWY,King Featherby,On Time
B8UQ3r,Riordan,Crosswaite,Male,3,Poland,Prince Albert Glass Field,CA,Canada,NAM,North America,12/15/2022,YPA,Riordan Crosswaite,Delayed
Z9ANQq,Alice,Lujan,Female,49,Malawi,Sena Madureira Airport,BR,Brazil,SAM,South America,9/10/2022,ZMD,Alice Lujan,Delayed
TKsCwd,Grissel,Earnshaw,Female,73,Indonesia,La Pedrera Airport,CO,Colombia,SAM,South America,2/13/2022,LPD,Grissel Earnshaw,Delayed
qPejhV,Sargent,Clint,Male,29,Tunisia,New York Skyports Inc Seaplane Base,US,United States,NAM,North America,6/12/2022,QNY,Sargent Clint,Delayed
qTIC0A,Fair,Otton,Male,34,Russia,Boscobel Aerodrome,JM,Jamaica,NAM,North America,5/7/2022,OCJ,Fair Otton,Cancelled
QYf9xG,Killy,Babonau,Male,78,Philippines,Alpine Casparis Municipal Airport,US,United States,NAM,North America,2/15/2022,ALE,Killy Babonau,Cancelled
UYQxjN,Cyndia,Olrenshaw,Female,51,Thailand,Sam Mbakwe International Airport,NG,Nigeria,AF,Africa,12/17/2022,QOW,Cyndia Olrenshaw,Delayed
oQrno3,Pearline,Foston,Female,13,Greece,Norderney Airport,DE,Germany,EU,Europe,12/23/2022,NRD,Pearline Foston,Delayed
w6vWhv,Cristal,Mourgue,Female,38,China,Rio Amazonas Airport,EC,Ecuador,SAM,South America,3/18/2022,PTZ,Cristal Mourgue,On Time
OL0E8T,Rosamund,Reinert,Female,78,Dominican Republic,Nunam Iqua Airport,US,United States,NAM,North America,4/3/2022,SXP,Rosamund Reinert,Cancelled
zBJ26H,Ted,Breewood,Female,76,Mexico,Nîmes-Arles-Camargue Airport,FR,France,EU,Europe,11/10/2022,FNI,Ted Breewood,Cancelled
gisPNy,Tybie,Clougher,Female,14,Russia,Gonaili Airport,PG,Papua New Guinea,OC,Oceania,7/11/2022,GOE,Tybie Clougher,Cancelled
WjgoFX,Krispin,MacPharlain,Male,87,Russia,Faribault Municipal Airport-Liz Wall Strohfus Field,US,United States,NAM,North America,11/1/2022,FBL,Krispin MacPharlain,Delayed
7ZbT9N,Alick,Wildes,Male,62,Japan,Juscelino Kubitscheck Airport,BR,Brazil,SAM,South America,10/19/2022,TFL,Alick Wildes,On Time
zxkWWI,Maude,Thurbon,Female,41,China,Kithira Airport,GR,Greece,EU,Europe,6/15/2022,KIT,Maude Thurbon,On Time
7BvZwg,Wylma,Winear,Female,62,Serbia,Gamboma Airport,CG,Congo,AF,Africa,10/12/2022,GMM,Wylma Winear,Cancelled
OolSrq,Gwenny,Jinkins,Female,50,China,Wonken Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,4/18/2022,WOK,Gwenny Jinkins,Delayed
mj85Cf,Kassi,Paddingdon,Female,31,Indonesia,Lebak Rural Airport,PH,Philippines,AS,Asia,2/28/2022,LWA,Kassi Paddingdon,Delayed
1pgBs3,Elyse,Langshaw,Female,29,Sweden,Bushehr Airport,IR,"Iran, Islamic Republic of",AS,Asia,2/20/2022,BUZ,Elyse Langshaw,Cancelled
8yboCU,Brnaba,Sparey,Male,78,Argentina,Normanton Airport,AU,Australia,OC,Oceania,9/14/2022,NTN,Brnaba Sparey,Cancelled
3cgfRW,Jenny,Stubbes,Female,20,Argentina,New Halfa Airport,SD,Sudan,AF,Africa,9/11/2022,NHF,Jenny Stubbes,On Time
VfYFpP,Bil,Errett,Male,67,Russia,Hooker County Airport,US,United States,NAM,North America,8/11/2022,MHN,Bil Errett,On Time
iDyEkl,Leupold,Brisker,Male,40,China,Tarko-Sale Airport,RU,Russian Federation,AS,Asia,5/14/2022,TQL,Leupold Brisker,On Time
IcOJ4G,Samuele,Crown,Male,16,United States,Las Cruces International Airport,US,United States,NAM,North America,1/1/2022,LRU,Samuele Crown,Delayed
vjICr1,Norton,Hainsworth,Male,36,Peru,Mae Hong Son Airport,TH,Thailand,AS,Asia,4/7/2022,PYY,Norton Hainsworth,On Time
0fBLIK,Charisse,Garrod,Female,40,Malaysia,Watertown Regional Airport,US,United States,NAM,North America,10/9/2022,ATY,Charisse Garrod,Delayed
N3n4fh,Xena,Ravilious,Female,78,Indonesia,Arua Airport,UG,Uganda,AF,Africa,11/22/2022,RUA,Xena Ravilious,Cancelled
eskGb7,Niles,Worshall,Male,12,Peru,Bastia-Poretta Airport,FR,France,EU,Europe,5/8/2022,BIA,Niles Worshall,On Time
EBIK28,Aleta,Neaverson,Female,69,Brazil,Huntsville Regional Airport,US,United States,NAM,North America,11/16/2022,HTV,Aleta Neaverson,Cancelled
qmyeez,Luis,Geldeford,Male,62,Philippines,Muskegon County Airport,US,United States,NAM,North America,12/27/2022,MKG,Luis Geldeford,Cancelled
9P5VGQ,Beth,Lathan,Female,18,China,El Calafate Airport,AR,Argentina,SAM,South America,12/7/2022,FTE,Beth Lathan,On Time
XJjsIP,Erica,Trevers,Female,20,France,Bangoka International Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,3/25/2022,FKI,Erica Trevers,Cancelled
8dRY4U,Nessa,Probin,Female,24,Nigeria,Turpan Jiaohe Airport,CN,China,AS,Asia,1/1/2022,TLQ,Nessa Probin,On Time
oGpGmU,Fredrick,Ind,Male,4,Russia,Trollhättan-Vänersborg Airport,SE,Sweden,EU,Europe,11/13/2022,THN,Fredrick Ind,On Time
5j78hD,Britt,Juste,Female,66,China,Uralsk Airport,KZ,Kazakhstan,AS,Asia,6/5/2022,URA,Britt Juste,Delayed
BXQ4S2,Arman,Cudihy,Male,38,Indonesia,Boulsa Airport,BF,Burkina Faso,AF,Africa,10/2/2022,XBO,Arman Cudihy,Delayed
f6hd7e,Osborn,Colisbe,Male,32,Brazil,Middletown Regional Airport,US,United States,NAM,North America,8/14/2022,MWO,Osborn Colisbe,Cancelled
1LfLoI,Leonhard,Kubek,Male,35,Norway,Vandenberg Air Force Base,US,United States,NAM,North America,7/27/2022,VBG,Leonhard Kubek,On Time
KxBaGN,Nessi,Blockey,Female,43,Sri Lanka,Long Seridan Airport,MY,Malaysia,AS,Asia,5/22/2022,ODN,Nessi Blockey,Cancelled
SlgrAh,Gunner,Beckett,Male,59,France,Koroba Airport,PG,Papua New Guinea,OC,Oceania,6/25/2022,KDE,Gunner Beckett,On Time
Sq5atm,Dani,Tramel,Male,66,Luxembourg,Ilu Airport,ID,Indonesia,AS,Asia,5/29/2022,IUL,Dani Tramel,Cancelled
bE7fzE,Wiatt,Brower,Male,75,Russia,Saidu Sharif Airport,PK,Pakistan,AS,Asia,1/30/2022,SDT,Wiatt Brower,Delayed
W335Kb,Barbabra,Beccero,Female,7,Philippines,Cangamba Airport,AO,Angola,AF,Africa,6/8/2022,CNZ,Barbabra Beccero,On Time
RyhORH,Morie,Kesby,Male,68,Thailand,Duluth International Airport,US,United States,NAM,North America,5/22/2022,DLH,Morie Kesby,On Time
wtS3fa,Josselyn,Bruggen,Female,70,Indonesia,Port Harcourt City Airport,NG,Nigeria,AF,Africa,4/24/2022,PHG,Josselyn Bruggen,Cancelled
1HmGDI,Clarette,Coggings,Female,73,Indonesia,Montluçon-Guéret Airport,FR,France,EU,Europe,11/14/2022,MCU,Clarette Coggings,On Time
3othzC,Walsh,Choules,Male,72,Canada,Golog Maqin Airport,CN,China,AS,Asia,11/1/2022,GMQ,Walsh Choules,Delayed
p397Kf,Kleon,Rosenfelt,Male,42,Dominican Republic,El Tuqui Airport,CL,Chile,SAM,South America,9/28/2022,OVL,Kleon Rosenfelt,Cancelled
gjJi3m,Helge,Ovell,Female,25,China,Hazleton Municipal Airport,US,United States,NAM,North America,1/16/2022,HZL,Helge Ovell,Delayed
z9K0xc,Pat,Bonevant,Male,53,East Timor,Cururupu Airport,BR,Brazil,SAM,South America,8/20/2022,CPU,Pat Bonevant,On Time
LxrDib,Angela,Tugwell,Female,66,China,Mekoryuk Airport,US,United States,NAM,North America,9/6/2022,MYU,Angela Tugwell,Delayed
A4vDqH,Frazer,Frawley,Male,45,Indonesia,Bella Union Airport,UY,Uruguay,SAM,South America,2/6/2022,BUV,Frazer Frawley,On Time
XRcgJi,Bambie,Lamberto,Female,62,China,Tehachapi Municipal Airport,US,United States,NAM,North America,1/8/2022,TSP,Bambie Lamberto,Cancelled
jaAJvV,Thomasin,Trangmar,Female,8,Indonesia,La Tuque Airport,CA,Canada,NAM,North America,9/6/2022,YLQ,Thomasin Trangmar,Cancelled
KT5uiD,Guntar,Treleven,Male,81,Indonesia,Okeechobee County Airport,US,United States,NAM,North America,2/22/2022,OBE,Guntar Treleven,Cancelled
B1ueUd,Waite,Busse,Male,54,Argentina,Le Mans-Arnage Airport,FR,France,EU,Europe,10/29/2022,LME,Waite Busse,Cancelled
S035WC,Louella,Moss,Female,65,Poland,Bob Quinn Lake Airport,CA,Canada,NAM,North America,12/4/2022,YBO,Louella Moss,Delayed
U16rP6,Claretta,Stinson,Female,60,Indonesia,Tours-Val-de-Loire Airport,FR,France,EU,Europe,7/22/2022,TUF,Claretta Stinson,On Time
hi75Sc,Bobbi,Lunney,Female,44,Japan,Swift Current Airport,CA,Canada,NAM,North America,1/11/2022,YYN,Bobbi Lunney,On Time
gBpkIj,Brenda,Ricciardello,Female,36,Poland,Lee Gilmer Memorial Airport,US,United States,NAM,North America,11/30/2022,GVL,Brenda Ricciardello,Cancelled
bE51P9,Gayleen,Ragot,Female,4,Netherlands,"Harstad/Narvik Airport, Evenes",NO,Norway,EU,Europe,7/24/2022,EVE,Gayleen Ragot,Delayed
sIhDB7,Leshia,Raggitt,Female,2,Russia,Tela Airport,HN,Honduras,NAM,North America,8/2/2022,TEA,Leshia Raggitt,On Time
ch9SRp,Debor,Trickey,Female,17,Indonesia,Grants-Milan Municipal Airport,US,United States,NAM,North America,11/15/2022,GNT,Debor Trickey,Delayed
FN7rD1,Filmer,Courtonne,Male,51,France,Langley Airport,CA,Canada,NAM,North America,2/16/2022,YLY,Filmer Courtonne,Delayed
a0GBKz,Bale,Jaulme,Male,41,Indonesia,Atka Airport,US,United States,NAM,North America,10/16/2022,AKB,Bale Jaulme,Cancelled
bniuFX,Skip,O'Carrol,Male,82,Morocco,Buariki Airport,KI,Kiribati,OC,Oceania,2/21/2022,AAK,Skip O'Carrol,On Time
q68dPd,Enos,Jahnig,Male,38,Bosnia and Herzegovina,Anfa Airport,MA,Morocco,AF,Africa,3/16/2022,CAS,Enos Jahnig,Delayed
OEk1yt,Tedra,Cozens,Female,72,Brazil,Wilbarger County Airport,US,United States,NAM,North America,12/27/2022,WIB,Tedra Cozens,On Time
W78NWH,Umberto,Tillard,Male,87,China,Sevilla Airport,ES,Spain,EU,Europe,2/17/2022,SVQ,Umberto Tillard,Cancelled
0JDReU,Julietta,Boom,Female,39,China,Naiu Airport,PF,French Polynesia,OC,Oceania,2/21/2022,NIU,Julietta Boom,On Time
YaSX0U,Weidar,Dufour,Male,66,Russia,Trujillo Airport,HN,Honduras,NAM,North America,1/10/2022,TJI,Weidar Dufour,On Time
qLsEYe,Terrye,Gerleit,Female,18,Kazakhstan,Ramon Air Base,IL,Israel,AS,Asia,9/4/2022,MIP,Terrye Gerleit,On Time
M2KmsA,Anselm,Hodgets,Male,55,Portugal,"Moss Airport, Rygge",NO,Norway,EU,Europe,8/4/2022,RYG,Anselm Hodgets,Delayed
MmFtOL,Jarrod,Hodjetts,Male,26,Indonesia,Bydgoszcz Ignacy Jan Paderewski Airport,PL,Poland,EU,Europe,8/16/2022,BZG,Jarrod Hodjetts,Delayed
oMPw3k,Felisha,Hubbis,Female,56,Indonesia,Heiweni Airport,PG,Papua New Guinea,OC,Oceania,4/4/2022,HNI,Felisha Hubbis,Cancelled
zgduim,Ximenes,Eastridge,Male,32,Georgia,Dongying Shengli Airport,CN,China,AS,Asia,9/5/2022,DOY,Ximenes Eastridge,Cancelled
dvPPdb,Augie,Halifax,Male,25,China,Washington Island Airstrip,KI,Kiribati,OC,Oceania,10/31/2022,TNQ,Augie Halifax,Cancelled
x5u6sR,Sarita,Goggan,Female,68,Russia,Daniel Z. Romualdez Airport,PH,Philippines,AS,Asia,5/2/2022,TAC,Sarita Goggan,Delayed
CZwZHE,Alverta,Blois,Female,27,Brazil,Genting Airport,MY,Malaysia,AS,Asia,4/1/2022,GTB,Alverta Blois,On Time
xnNYVK,Arel,Hansen,Male,51,Somalia,Enrique Adolfo Jimenez Airport,PA,Panama,NAM,North America,11/12/2022,ONX,Arel Hansen,Cancelled
11g4tO,Perrine,Gold,Female,16,Sweden,Plymouth City Airport,GB,United Kingdom,EU,Europe,2/9/2022,PLH,Perrine Gold,On Time
qKxIIW,Nap,Stutt,Male,17,Portugal,Chungribu Airport,PG,Papua New Guinea,OC,Oceania,3/17/2022,CVB,Nap Stutt,Cancelled
bUSLra,Rickey,Labrum,Male,63,Russia,Ugashik Bay Airport,US,United States,NAM,North America,11/24/2022,UGB,Rickey Labrum,On Time
bbX8CP,Sarah,Claiden,Female,87,Croatia,Silangit Airport,ID,Indonesia,AS,Asia,8/22/2022,DTB,Sarah Claiden,Delayed
CY8Um5,Lee,Baline,Male,16,Philippines,D. Casimiro Szlapelis Airport,AR,Argentina,SAM,South America,11/4/2022,ARR,Lee Baline,Cancelled
1SVn7z,Scot,Dreinan,Male,19,Indonesia,Andrés Miguel Salazar Marcano Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,8/21/2022,ICC,Scot Dreinan,Delayed
QBHQFt,Graig,Keble,Male,90,Portugal,Southern Seaplane Airport,US,United States,NAM,North America,9/24/2022,BCS,Graig Keble,Delayed
qh7JTa,Dorice,Reason,Female,33,Czech Republic,Qamdo Bangda Airport,CN,China,AS,Asia,4/16/2022,BPX,Dorice Reason,Delayed
Fc1hX7,Tybalt,Freeberne,Male,19,Sudan,Pakuba Airfield,UG,Uganda,AF,Africa,5/25/2022,PAF,Tybalt Freeberne,Cancelled
s5OQ1F,Griffy,Lebond,Male,30,Brazil,Francisco Beltrão Airport,BR,Brazil,SAM,South America,8/26/2022,FBE,Griffy Lebond,Cancelled
IIuw5o,Jacob,Lenoir,Male,73,Iran,Departi Parbo Airport,ID,Indonesia,AS,Asia,11/27/2022,KRC,Jacob Lenoir,Delayed
GeOkrH,Arly,Boniface,Female,75,Dominican Republic,Malekolon Airport,PG,Papua New Guinea,OC,Oceania,4/16/2022,MKN,Arly Boniface,Cancelled
ztwQ1y,Lorna,Rugg,Female,16,El Salvador,Capitan FAP Jose A Quinones Gonzales International Airport,PE,Peru,SAM,South America,3/24/2022,CIX,Lorna Rugg,Cancelled
89Deab,Andrej,Brumham,Male,24,Russia,Queenstown International Airport,NZ,New Zealand,OC,Oceania,7/22/2022,ZQN,Andrej Brumham,Cancelled
BnsPmB,Rickert,Lowen,Male,71,Czech Republic,Tjilik Riwut Airport,ID,Indonesia,AS,Asia,1/22/2022,PKY,Rickert Lowen,Delayed
J3TMgE,Pierce,Grant,Male,27,China,Fazenda São Francisco do Itaquerê Airport,BR,Brazil,SAM,South America,2/19/2022,0,Pierce Grant,On Time
SLNJS9,Lennie,Colliford,Male,7,Philippines,West Wyalong Airport,AU,Australia,OC,Oceania,1/14/2022,WWY,Lennie Colliford,On Time
59at4f,Elspeth,Root,Female,42,Indonesia,Creil Air Base,FR,France,EU,Europe,2/14/2022,CSF,Elspeth Root,Delayed
AKb2OM,Elden,Eckford,Male,86,Brazil,Hyderabad Airport,PK,Pakistan,AS,Asia,6/7/2022,HDD,Elden Eckford,Cancelled
9EMXd8,Anselm,Hansford,Male,79,China,Lawrenceville Vincennes International Airport,US,United States,NAM,North America,5/3/2022,LWV,Anselm Hansford,Cancelled
F1LDlI,Elsi,McBrady,Female,90,Mongolia,Castle Airport,US,United States,NAM,North America,1/14/2022,MER,Elsi McBrady,Cancelled
7I6f34,Ebonee,Deavin,Female,84,Portugal,Douglas Municipal Airport,US,United States,NAM,North America,8/8/2022,DGL,Ebonee Deavin,Delayed
tmAEaA,Kevon,Eck,Male,37,Dominican Republic,Kenmore Air Harbor Inc Seaplane Base,US,United States,NAM,North America,5/26/2022,KEH,Kevon Eck,Delayed
YEQXdQ,Jephthah,Newham,Male,87,China,Blytheville Municipal Airport,US,United States,NAM,North America,10/23/2022,HKA,Jephthah Newham,On Time
H6jl3U,Corrine,Hatfield,Female,2,Russia,Ilu Airport,ID,Indonesia,AS,Asia,11/24/2022,IUL,Corrine Hatfield,On Time
1K9Qul,Emelyne,Tippell,Female,9,Yemen,Addison Airport,US,United States,NAM,North America,6/17/2022,ADS,Emelyne Tippell,Cancelled
jiJNR2,Spence,Martinez,Male,76,China,Lese Airport,PG,Papua New Guinea,OC,Oceania,2/15/2022,LNG,Spence Martinez,On Time
nQX5Ov,Chelsy,Domenichini,Female,84,Poland,Dhanbad Airport,IN,India,AS,Asia,6/6/2022,DBD,Chelsy Domenichini,On Time
wVE08y,Adolphe,Dunn,Male,1,China,Kribi Airport,CM,Cameroon,AF,Africa,4/6/2022,KBI,Adolphe Dunn,Delayed
PJ9TVf,Ange,Segrott,Female,69,China,Pula Airport,HR,Croatia,EU,Europe,8/26/2022,PUY,Ange Segrott,Cancelled
HISAcN,Agosto,Joscelyn,Male,44,Poland,Takamatsu Airport,JP,Japan,AS,Asia,9/30/2022,TAK,Agosto Joscelyn,Delayed
UKhEOG,Gibby,Landa,Male,35,Indonesia,Iguatu Airport,BR,Brazil,SAM,South America,6/4/2022,QIG,Gibby Landa,On Time
SyAToo,Ruggiero,Nowell,Male,52,Panama,Texada Gillies Bay Airport,CA,Canada,NAM,North America,2/5/2022,YGB,Ruggiero Nowell,Cancelled
Tzt13F,Arnold,Yalden,Male,83,Russia,Mana Island Airport,FJ,Fiji,OC,Oceania,9/17/2022,MNF,Arnold Yalden,On Time
LuhQn5,Nonnah,Powers,Female,68,Netherlands,Hwange (Town) Airport,ZW,Zimbabwe,AF,Africa,2/8/2022,WKI,Nonnah Powers,Delayed
0DA62z,Valaree,Shoulders,Female,58,China,Istanbul Airport,TR,Turkey,AS,Asia,4/24/2022,IST,Valaree Shoulders,Cancelled
eIQMmL,Theodor,Dunmore,Male,17,Norway,Sultan Abdul Halim Airport,MY,Malaysia,AS,Asia,8/30/2022,AOR,Theodor Dunmore,Delayed
nG4rHL,Adolphus,Frangleton,Male,37,China,Tortolì Airport,IT,Italy,EU,Europe,3/1/2022,TTB,Adolphus Frangleton,Delayed
wDEzeL,Jeralee,Lambarton,Female,4,China,Aniak Airport,US,United States,NAM,North America,6/2/2022,ANI,Jeralee Lambarton,Cancelled
w818mM,Kerr,Leif,Male,53,Argentina,Rouen Airport,FR,France,EU,Europe,9/3/2022,URO,Kerr Leif,On Time
jo7Ofq,Michel,Odegaard,Female,90,Brazil,Betioky Airport,MG,Madagascar,AF,Africa,5/24/2022,BKU,Michel Odegaard,On Time
v4jkk5,Simon,Heindrick,Male,52,France,Abau Airport,PG,Papua New Guinea,OC,Oceania,7/27/2022,ABW,Simon Heindrick,Delayed
YrKlNG,Trista,Sizland,Female,71,Philippines,Bosset Airport,PG,Papua New Guinea,OC,Oceania,5/23/2022,BOT,Trista Sizland,Cancelled
0bDoVS,Maje,Chitter,Male,11,Czech Republic,Sancti Spiritus Airport,CU,Cuba,NAM,North America,3/30/2022,USS,Maje Chitter,Cancelled
ZrF2Xe,Courtnay,Whyatt,Male,66,Guatemala,Fuerte Olimpo Airport,PY,Paraguay,SAM,South America,11/16/2022,OLK,Courtnay Whyatt,Delayed
LFVeXc,Lanni,Allom,Female,50,Philippines,Comandante Ariston Pessoa Airport,BR,Brazil,SAM,South America,7/16/2022,JJD,Lanni Allom,On Time
OC1cfY,Albertina,Kingsworth,Female,36,France,Licenciado Gustavo Díaz Ordaz International Airport,MX,Mexico,NAM,North America,10/7/2022,PVR,Albertina Kingsworth,Cancelled
gJxd3n,Dugald,Enstone,Male,72,China,Faya Largeau Airport,TD,Chad,AF,Africa,11/1/2022,FYT,Dugald Enstone,On Time
lbbQBZ,Laura,Lawton,Female,56,Argentina,Ekibastuz Airport,KZ,Kazakhstan,AS,Asia,11/20/2022,EKB,Laura Lawton,Cancelled
9BOqbY,Cyndie,Lewens,Female,22,Armenia,Ercan International Airport,CY,Cyprus,AS,Asia,4/6/2022,ECN,Cyndie Lewens,On Time
M0TYsm,Vallie,Wanka,Female,59,Armenia,Southern Seaplane Airport,US,United States,NAM,North America,3/4/2022,BCS,Vallie Wanka,Cancelled
